input_text,aspect,polarity,extracted_nouns
husband go spend 6000 lobster tails ummmmm need say cant say place youll never forget never go youll miss meal life time,food,positive,"['husband', 'lobster', 'meal', 'time', 'tails', 'life', 'place']"
yeah shanghai also great quite good use amount salt without sweetness balance,food,neutral,"['amount', 'balance', 'use', 'sweetness', 'salt']"
highly recommended,anecdotesmiscellaneous,positive,[]
course past 3 months chef staff changed better,food,negative,"['chef', 'months', 'course', 'staff']"
good casual dinner jeans sneakers,anecdotesmiscellaneous,positive,"['dinner', 'sneakers']"
staff accomodating ambiance exciting yet relaxed food world,food,positive,"['ambiance', 'food', 'world', 'staff']"
bit breezy mezzanine wind coming tracks,anecdotesmiscellaneous,neutral,"['wind', 'tracks', 'bit']"
time done past 100am,anecdotesmiscellaneous,neutral,"['100am', 'time']"
people bring go back bring friends,anecdotesmiscellaneous,positive,"['people', 'friends']"
wife going nyc years wouldnt miss roxys food expensive new york,anecdotesmiscellaneous,neutral,"['years', 'wife', 'food']"
recommend spot anyone enjoys fine cuisine reasonable prices,food,positive,"['spot', 'prices', 'cuisine']"
ambiance atmosphere great food service could lot better,ambience,positive,"['ambiance', 'food', 'atmosphere', 'service']"
ive rarely problem slow staff 10 years ive going,service,positive,"['years', 'staff']"
saw website link da ciro napoli knew going good pizza,anecdotesmiscellaneous,positive,"['website', 'link', 'pizza']"
besides vacation,anecdotesmiscellaneous,neutral,['vacation']
wish one near office would go everyday,anecdotesmiscellaneous,positive,"['office', 'everyday']"
enjoyed everything ever gotten fish fresh always prepared great way,anecdotesmiscellaneous,positive,"['way', 'fish']"
mindblowing thai food never never,food,neutral,['food']
backtoback diner table behind wait staff hoist trays heads squeezed past us,ambience,negative,"['heads', 'table', 'trays', 'diner', 'staff', 'wait', 'hoist']"
food reliable price moderate,food,positive,"['food', 'price']"
nice restaurant overall classic upscale italian decor,ambience,positive,"['decor', 'restaurant']"
love wine cheese delicious french fare youll love artisanal,food,positive,"['wine', 'cheese', 'artisanal']"
service prompt courteous,service,positive,['service']
food terrific service classy attentive without overbearing,food,positive,"['food', 'service']"
cold appetizer dishes taste like way remember taste growing taiwan,food,positive,"['way', 'taste', 'appetizer', 'dishes']"
never leave feeling unwelcome impressed,anecdotesmiscellaneous,conflict,[]
price extremely reasonable appetizers food ate,price,positive,"['appetizers', 'food']"
fun experience group kids 6 would love,ambience,positive,"['group', 'experience', 'fun', 'kids']"
trust great devoured time,food,positive,['time']
youre looking great meal decent price go del friscos,food,positive,"['price', 'meal']"
ive many times waiters know name,anecdotesmiscellaneous,neutral,"['waiters', 'name', 'times']"
excuse lousy service,service,negative,['service']
love place,anecdotesmiscellaneous,positive,"['place', 'love']"
ive eaten many different indian restaurants,anecdotesmiscellaneous,neutral,['restaurants']
food great reasonably priced,food,positive,['food']
friend got mushroom pizza tasted better,food,positive,"['friend', 'mushroom', 'pizza']"
duck confit always amazing foie gras terrine figs world,food,positive,"['figs', 'duck', 'world', 'foie', 'confit']"
kudos haru,anecdotesmiscellaneous,positive,['kudos']
aside rushed service impressed food drinks,service,negative,"['food', 'service', 'drinks']"
greatest sushi place excellent 1995 eat,food,neutral,"['place', 'sushi']"
place doesnt compare mamouns terms price freshness value consisent quality thats opinion,food,negative,"['freshness', 'price', 'opinion', 'quality', 'terms', 'place', 'value']"
im still mad pay lousy food,food,negative,['food']
quality food excellent price cheap stick pork fish chicken lamb vegetables,price,positive,"['food', 'pork', 'fish', 'lamb', 'vegetables', 'price', 'quality', 'chicken', 'stick']"
anybody likes place must different planet greasy dry tasteless complimentary,food,negative,"['planet', 'place', 'complimentary']"
two words free wine,price,positive,"['wine', 'words']"
love pongsri 48th compared suan slow service overpriced,anecdotesmiscellaneous,positive,"['48th', 'service', 'suan']"
restaurant snobs need bother small neighborhood kind place,anecdotesmiscellaneous,neutral,"['kind', 'snobs', 'neighborhood', 'place', 'restaurant']"
list next visit nyc,anecdotesmiscellaneous,positive,"['list', 'visit']"
looking forward nice glass sangria arrived,food,positive,"['sangria', 'glass']"
three us arrived dinner 530 week night without reservations,anecdotesmiscellaneous,neutral,"['night', 'dinner', 'week', 'reservations']"
best hidden spot rave everyone,anecdotesmiscellaneous,positive,['spot']
growing ny eaten share bagels,anecdotesmiscellaneous,neutral,"['bagels', 'share']"
abrupt called actually claimed food late rice,service,negative,"['food', 'rice']"
isnt corner chinese food takeout,anecdotesmiscellaneous,neutral,"['food', 'takeout']"
metrazur beautiful spot overlooking main terminal,ambience,positive,"['spot', 'terminal']"
last two times ordered food soo spicy could barely eat spice took away flavor dish,food,negative,"['dish', 'food', 'spice', 'times', 'flavor']"
hostess rude point offensive,service,negative,"['point', 'hostess']"
grilled whole fish wonderful great spicing,food,positive,"['spicing', 'fish']"
want good authentic thai place place go,food,negative,['place']
easy get table large group dont get hustled,service,positive,"['table', 'group']"
family would go celebrate occassion prefer smaller quiter restaurants,ambience,neutral,"['restaurants', 'quiter', 'occassion', 'family']"
searching really hard restaurant new york could really feel unwanted ignored finally found,service,negative,['restaurant']
love fact pizza tastes good cheap,price,positive,"['fact', 'pizza', 'love']"
raos best service atmosphere nyc,service,positive,"['atmosphere', 'service']"
hearty two thumbs,anecdotesmiscellaneous,positive,['thumbs']
found food service value exceptional everytime,food,positive,"['food', 'value', 'service', 'everytime']"
always popular always full always wait,ambience,conflict,[]
takeout menu says keep eye expanded menu offering italian dishes cant wait,food,positive,"['menu', 'takeout', 'eye', 'dishes']"
almost wanted write bad review one would ever go could dumplings,food,positive,"['dumplings', 'review']"
chicken pot pie excpetiona cheeseburger huge delictable service professional wan warm,food,positive,"['professional', 'excpetiona', 'pie', 'chicken', 'cheeseburger', 'pot', 'service', 'warm']"
service warm attentive beef carpaachio exellent huge portion pasta fresh wellprepared,food,positive,"['portion', 'beef', 'carpaachio', 'service', 'pasta']"
didnt give us dinner special asked,service,negative,['dinner']
however jus good praise,anecdotesmiscellaneous,positive,['praise']
room particularly comfortable youre seated youll forget everything except whats plate,ambience,negative,"['plate', 'room']"
terrific meal server guided us toward nice wine price range instead allowing us purchase similarly priced wine wasnt good,service,positive,"['meal', 'range', 'price', 'server', 'wine']"
new indian food try paneer roll piece heaven,food,positive,"['paneer', 'roll', 'piece']"
behind counter two men squeezed,ambience,negative,"['counter', 'men']"
waiter fine place looks nice nottryingtoohard way prices little expected food,price,negative,"['food', 'way', 'waiter', 'prices', 'place']"
similar indian restaurants use dinner special attract customers door,anecdotesmiscellaneous,neutral,"['restaurants', 'dinner', 'customers']"
plan come look forward trying assortment bruschetta paninis,food,positive,"['assortment', 'bruschetta', 'plan']"
careful request extra spice,food,neutral,"['spice', 'request']"
tired cold got restaurant sat begin ordering appetizers,anecdotesmiscellaneous,neutral,"['appetizers', 'cold', 'restaurant']"
divine melts mouth,food,positive,['mouth']
liked place first time doubt ever return,anecdotesmiscellaneous,negative,"['doubt', 'place', 'time']"
place best chinese style bbq ribs city,food,positive,"['bbq', 'place', 'style', 'city']"
great food spinach corn dumplings massamman curry friendly nonsense service clean funky bathroom,food,positive,"['food', 'spinach', 'nonsense', 'bathroom', 'dumplings', 'service', 'corn']"
wont find anywhere manhattan,anecdotesmiscellaneous,positive,[]
shame nice convenient place like pink pony ruined lousy service,service,negative,"['service', 'place', 'pony', 'shame']"
huge selection different cream cheeses salads great,food,positive,"['cheeses', 'selection', 'salads', 'cream']"
obviously run folks know pie,service,positive,"['folks', 'pie']"
place japanese ever get,ambience,positive,['place']
bruschetta paninis yummy,food,positive,"['bruschetta', 'paninis']"
little crowded move line really fast,service,positive,"['move', 'line']"
bagel huge,food,positive,['bagel']
years always provided pleasurable dining experience quality food wine,food,positive,"['food', 'experience', 'quality', 'dining', 'years', 'wine']"
love going,anecdotesmiscellaneous,positive,['love']
prices fantastic,price,positive,['prices']
soon father lifted pen check chef appeared usher us,service,negative,"['pen', 'chef', 'check', 'father']"
pizza wine excellentthe service toobut really made place backyard dining area,food,positive,"['backyard', 'toobut', 'area', 'dining', 'wine', 'place', 'service', 'pizza']"
say makes easier get saet lunch dont mind,anecdotesmiscellaneous,neutral,"['lunch', 'saet']"
however worth special trip,anecdotesmiscellaneous,negative,['trip']
strike conversation attorney next local union worker side,anecdotesmiscellaneous,neutral,"['strike', 'side', 'worker', 'union', 'conversation', 'attorney']"
counter service bad,service,negative,"['counter', 'service']"
eaten share impresses large amount people serve,service,positive,"['people', 'share', 'amount']"
came looking place heard good things,anecdotesmiscellaneous,neutral,"['things', 'place']"
authentic thai food look toons,food,positive,"['food', 'toons', 'look']"
super friendly knowledgable staff fabulous bistro fare wonderful jazz brunch great live jazz chilaquiles awesome,service,positive,"['jazz', 'bistro', 'staff', 'brunch', 'chilaquiles']"
normally would improper however delicious host complain,food,positive,['host']
everything soft bread soggy salad 50 minute wait time incredibly rude service deliver average food,service,negative,"['food', 'bread', 'time', 'salad', 'minute', 'wait', 'service']"
